name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
William V. Chappell,"William V. Chappell, Jr. Memorial Highway",Marion,https://en.wikipedia.org/wiki/William_V._Chappell,Found,"William V. Chappell Jr. was an American politician and lawyer born on October 31, 1922. He served as a Democratic member of the U.S. House of Representatives from Florida from 1969 to 1989, known for his advocacy on veterans' and military issues. Prior to his political career, Chappell served in the U.S. Army during World War II and later practiced law in Florida. He passed away on May 30, 1989, leaving a legacy in Florida’s political and legal history.","['University of Florida, LL.B. (Bachelor of Laws), 1948', 'Florida State University College of Law (attended prior to transfer)']",1922-10-31,1989-05-30,"Ocala, Florida, United States","Jacksonville, Florida, United States",male,no,yes,yes,no
Campbell Thornal,Campbell Thornal Highway,Multiple Counties,https://en.wikipedia.org/wiki/B._Campbell_Thornal,Found,"B. Campbell Thornal was a notable figure whose exact birth and death dates remain undocumented in available sources. He is primarily recognized for his contributions in unspecified fields, though specific achievements are not widely detailed. His profession and broader historical significance are not clearly outlined in existing records. Due to limited biographical information, further context about his life remains scarce.",,,,not found,not found,male,no,no,no,no
Carl G. Rose,Carl G. Rose Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Central Florida Greene,Central Florida GreeneWay,Multiple Counties,https://en.wikipedia.org/wiki/Central_Florida,Found,"This content describes Central Florida, a geographic region rather than a person. It covers topics like geography, climate, history, culture, demographics, cities, and economy. Notable features include its subtropical climate, major urban centers like Orlando, and attractions such as theme parks. The region is significant for its tourism industry and economic contributions to Florida.",,,,not found,not found,not found,no,no,no,no
Dana F. Fuquay,Dana F. Fuquay Boulevard,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Francis L. Dade,Francis L. Dade Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Francis_L._Dade,Found,"Francis L. Dade was a United States Army officer born in Virginia around 1793. He is best known for his leadership during the Second Seminole War, particularly the Dade Massacre in December 1835, where he and his command were ambushed by Seminole warriors. Dade graduated from the United States Military Academy at West Point in 1814 and served in various military capacities throughout his career. His death in the massacre marked a significant escalation in the conflict between the U.S. government and the Seminole people, cementing his place in American military history.","['United States Military Academy, Bachelor of Science (or equivalent military education), 1814']",1793,1835-12-28,"Virginia, United States","Wahoo Swamp, near present-day Bushnell, Florida, United States",male,no,no,yes,no
Howard E. Futch,Howard E. Futch Memorial Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Irlo Bronson,Irlo Bronson Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Irlo_Bronson,Found,"Irlo Bronson Sr. was an American businessman and politician born on March 29, 1888. He is best known for his role in the development of Central Florida, particularly in Kissimmee, where he contributed to infrastructure and economic growth. Bronson served as a state legislator in Florida and was instrumental in establishing the Kissimmee Valley Drainage District. He passed away on April 27, 1967, leaving a legacy in Florida’s political and business history.",,1888-03-29,1967-04-27,not found,"Kissimmee, Florida, United States",male,no,yes,no,no
Kennedy Space Center,Kennedy Space Center Highway,Multiple Counties,https://en.wikipedia.org/wiki/Kennedy_Space_Center,Found,"The provided content describes the Kennedy Space Center, a NASA facility for space launches, rather than a biographical subject. Established in 1962 as the Launch Operations Center, it was renamed in honor of President John F. Kennedy after his assassination. Located on Merritt Island, Florida, it has served as the primary launch site for human spaceflight missions, including Apollo and Space Shuttle programs. The center remains a critical hub for U.S. space exploration, including modern commercial and deep-space missions.",,,,not found,not found,not found,no,no,no,no
Rosa Parks,Rosa Parks Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Rosa_Parks,Found,"Rosa Parks (1913–2005) was an American civil rights activist best known for her pivotal role in the Montgomery Bus Boycott. Born in Tuskegee, Alabama, she became a symbol of resistance against racial segregation after refusing to give up her bus seat to a white passenger on December 1, 1955. Her arrest sparked a 381-day boycott led by Dr. Martin Luther King Jr., which ultimately led to the desegregation of Montgomery’s public transit system. Parks’ courage and lifelong activism earned her the title 'Mother of the Civil Rights Movement' and numerous honors, including the Presidential Medal of Freedom and the Congressional Gold Medal.","['Alabama State Teachers College for Negroes (now Alabama State University), high school diploma', 'Montgomery Industrial School for Girls (secondary education)']",1913-02-04,2005-10-24,"Tuskegee, Alabama, United States","Detroit, Michigan, United States",female,no,yes,no,no
Sanlando Springs,Sanlando Springs Drive,Multiple Counties,https://en.wikipedia.org/wiki/Sanlando_Springs,Found,"Sanlando Springs is a natural spring located in Seminole County, Florida, known for its historical and ecological significance. Originally a popular recreational spot in the early 20th century, it attracted visitors for swimming, picnicking, and its scenic beauty. The spring was part of a larger park area that included amenities like a casino and dance pavilion during its peak. Today, it remains a notable landmark and part of Florida’s natural heritage, though its infrastructure has evolved over time.",,,,not found,not found,not found,no,no,no,no
Anelie Cadet,Anelie Cadet Way,Orange,Not Found,Not Found,,,,,,,,,,,
"Edward Daniel Davis, Sr","Edward Daniel Davis, Sr., Memorial Highway",Orange,Not Found,Not Found,,,,,,,,,,,
Fred N. Dunn,"Fred N. Dunn, Sr. Highway",Orange,Not Found,Not Found,,,,,,,,,,,
Martin L. King,"Martin L. King, Jr., Drive",Orange,https://en.wikipedia.org/wiki/Martin_L._King,Found,"Martin Luther King Jr. was born on January 15, 1929, in Atlanta, Georgia, and became one of the most prominent leaders of the American civil rights movement. A Baptist minister and activist, he is best known for advancing civil rights through nonviolent resistance, inspired by his Christian beliefs and Mahatma Gandhi’s teachings. King delivered the iconic 'I Have a Dream' speech in 1963 during the March on Washington and played a pivotal role in landmark legislation like the Civil Rights Act (1964) and Voting Rights Act (1965). He was assassinated on April 4, 1968, in Memphis, Tennessee, but his legacy endures as a symbol of justice, equality, and peaceful protest worldwide.","['Morehouse College, B.A. in Sociology (1948)', 'Crozer Theological Seminary, Bachelor of Divinity (1951)', 'Boston University, Ph.D. in Systematic Theology (1955)']",1929-01-15,1968-04-04,"Atlanta, Georgia, United States","Memphis, Tennessee, United States",male,no,yes,no,no
William B. McGee,William B. McGee Highway,Orange,https://en.wikipedia.org/wiki/William_John_McGee,Found,"William John McGee (1853–1912) was an American geologist, ethnologist, and anthropologist known for his pioneering work in geology and Native American studies. Born in Farley, Iowa, he became a prominent figure in the U.S. Geological Survey and the Bureau of American Ethnology. McGee conducted extensive fieldwork in the American Southwest and contributed significantly to early archaeological and geological research. His career also included leadership roles in scientific organizations, leaving a lasting impact on American earth sciences and anthropology.","['Cornell College, Bachelor of Arts, 1870', 'Harvard University, Graduate Studies in Geology, 1870s']",1853-04-17,1912-09-04,"Farley, Iowa, United States","Washington, D.C., United States",male,no,yes,no,no
Robert Guevara,Robert Guevara Memorial Highway,Osceola,https://en.wikipedia.org/wiki/Che_Guevara,Found,"Ernesto 'Che' Guevara was born on June 14, 1928, in Rosario, Argentina, and died on October 9, 1967, in La Higuera, Bolivia. A Marxist revolutionary, physician, and guerrilla leader, he played a pivotal role in the Cuban Revolution (1953–1959) alongside Fidel Castro. Guevara later served in key government positions in Cuba and became a global symbol of rebellion and anti-imperialism. His writings, tactical expertise, and iconic image continue to influence political movements worldwide.","['University of Buenos Aires, Medicine (unfinished)', 'University of Buenos Aires, Medicine (completed later, 1953)']",1928-06-14,1967-10-09,"Rosario, Santa Fe, Argentina","La Higuera, Vallegrande, Bolivia",male,no,yes,yes,no
Hamilton Disston,Hamilton Disston Bridge,Polk,https://en.wikipedia.org/wiki/Hamilton_Disston,Found,"Hamilton Disston was an American industrialist and real estate developer born on August 23, 1844, in Philadelphia, Pennsylvania. He inherited and expanded his family’s saw manufacturing business, the Keystone Saw Works, making it one of the largest in the world. Disston is best known for the Disston Land Purchase (1881), where he acquired 4 million acres of Florida swampland, significantly boosting the state’s drainage and development. He died on May 1, 1896, after financial setbacks and political controversies tarnished his later years.",,1844-08-23,1896-05-01,"Philadelphia, Pennsylvania, United States","Philadelphia, Pennsylvania, United States",male,no,yes,no,no
