name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Wallace E. Sturgis,Wallace E. Sturgis Memorial Highway,Marion,https://en.wikipedia.org/wiki/Wallace_E._Sturgis,Found,"Wallace E. Sturgis was an American figure whose specific life details are minimally documented in available sources. His birth and death dates, profession, and notable achievements remain largely unverified or publicly undisclosed. No significant historical records highlight his contributions or roles in major fields. The lack of comprehensive biographical data makes it difficult to assess his broader impact or legacy.",,,,not found,not found,male,no,no,no,no
Willard Ayres,Willard Ayres Bridge,Marion,https://en.wikipedia.org/wiki/Leonard_Porter_Ayres,Found,"Leonard Porter Ayres was an American economist and statistician born on March 15, 1879. He is best known for his work in education reform, military statistics, and contributions to the Cleveland Foundation. Ayres served in the United States Army during World War I, where he played a key role in analyzing military data and personnel management. He passed away on January 23, 1946, leaving a legacy in both public administration and statistical research.","['University of Indiana, Bachelor of Arts', 'University of Wisconsin, Ph.D. in Economics']",1879-03-15,1946-01-23,"Indianapolis, Indiana, United States","Cleveland, Ohio, United States",male,no,no,yes,no
William Hamilton Rutherford,William Hamilton Rutherford Memorial Highway,Marion,https://en.wikipedia.org/wiki/Archibald_Hamilton_Rutherford,Found,"Archibald Hamilton Rutherford was a notable figure known for his contributions to politics and journalism. He served in political roles, though specific dates and details of his tenure remain less documented. Rutherford also worked as a journalist, leveraging his writing skills to influence public opinion during his career. His exact birth and death dates, along with broader biographical details, are not widely available in the provided content.",,,,not found,not found,male,no,yes,no,no
William V. Chappell,"William V. Chappell, Jr. Memorial Highway",Marion,https://en.wikipedia.org/wiki/William_V._Chappell,Found,"William V. Chappell Jr. was born on October 31, 1922, and died on November 28, 1989. He was a prominent American lawyer, politician, and military officer who served as a U.S. Representative from Florida from 1969 to 1989. Chappell was a decorated veteran of World War II and the Korean War, earning the Silver Star and Purple Heart for his service. His political career included key roles in the House Armed Services Committee, where he advocated for military modernization and veterans' rights.","['University of Florida, Bachelor of Science (BS)', 'University of Florida College of Law, Juris Doctor (JD)']",1922-10-31,1989-11-28,"Ocala, Florida, United States","Bethesda, Maryland, United States",male,no,yes,yes,no
Campbell Thornal,Campbell Thornal Highway,Multiple Counties,https://en.wikipedia.org/wiki/B._Campbell_Thornal,Found,"B. Campbell Thornal was a notable figure whose specific birth and death dates are not documented in available sources. He is primarily recognized for his contributions in unspecified fields, though detailed achievements remain undocumented in the provided content. His profession and broader historical significance are not clearly outlined in the referenced material. Further biographical details are needed to fully assess his impact and career.",,,,not found,not found,male,no,no,no,no
Carl G. Rose,Carl G. Rose Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Central Florida Greene,Central Florida GreeneWay,Multiple Counties,https://en.wikipedia.org/wiki/Central_Florida,Found,"Central Florida is a geographic and cultural region in the U.S. state of Florida, known for its diverse landscapes including wetlands, lakes, and rolling hills. It is a major hub for tourism, home to world-famous attractions like Walt Disney World, Universal Studios, and SeaWorld, which drive its robust economy. The region has a subtropical climate with warm summers and mild winters, contributing to its popularity as a year-round destination. Historically, Central Florida has evolved from a rural citrus-growing area into a dynamic metropolitan center with cities like Orlando, Kissimmee, and Sanford at its core.",,,,not found,not found,not found,no,no,no,no
Dana F. Fuquay,Dana F. Fuquay Boulevard,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Francis L. Dade,Francis L. Dade Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Francis_L._Dade,Found,"Francis L. Dade was a United States Army officer born in Virginia around 1793. He is best known for his command during the Second Seminole War, particularly the Dade Massacre in December 1835, where he and his entire command were killed in an ambush by Seminole warriors. Dade had a military career that included service in the War of 1812 and later conflicts, rising to the rank of Major. His death marked a significant escalation in the Seminole Wars and led to the conflict being named 'Dade's War' in his memory.",,1793-01-01,1835-12-28,"Virginia, United States","Wahoo Swamp, Florida, United States",male,no,no,yes,no
Howard E. Futch,Howard E. Futch Memorial Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Irlo Bronson,Irlo Bronson Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Irlo_Bronson,Found,"Irlo Bronson Sr. was an American businessman and politician born in 1888. He is best known for founding the Irlo Bronson Memorial Highway in Florida, named in his honor after his death in 1955. Bronson served as a county commissioner in Osceola County and played a key role in local infrastructure development. His legacy endures through the highway, which remains a major route in Central Florida today.",,1888-01-01,1955-01-01,not found,not found,male,no,yes,no,no
Kennedy Space Center,Kennedy Space Center Highway,Multiple Counties,https://en.wikipedia.org/wiki/Kennedy_Space_Center,Found,"The provided content describes the Kennedy Space Center, a NASA facility for space exploration, not a biographical subject. Established in 1962, it has been pivotal in U.S. space missions, including the Apollo, Skylab, and Space Shuttle programs. Located in Florida, it serves as a launch site for both historical and modern spaceflights. The center remains a key hub for aerospace research and innovation.",,,,not found,not found,not found,no,no,no,no
Rosa Parks,Rosa Parks Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Rosa_Parks,Found,"Rosa Parks was an African American civil rights activist born on February 4, 1913, in Tuskegee, Alabama. She became a pivotal figure in the Civil Rights Movement when she refused to give up her bus seat to a white passenger in Montgomery, Alabama, on December 1, 1955, sparking the Montgomery Bus Boycott. Known as 'the first lady of civil rights,' she worked as a seamstress and later as a secretary for the NAACP, advocating for racial equality. Parks passed away on October 24, 2005, in Detroit, Michigan, leaving a lasting legacy in the fight against racial segregation.","['Alabama State Teachers College for Negroes (now Alabama State University), high school diploma', ""Highlander Folk School (workshop on workers' rights and racial equality)""]",1913-02-04,2005-10-24,"Tuskegee, Alabama, United States","Detroit, Michigan, United States",female,no,yes,no,no
Sanlando Springs,Sanlando Springs Drive,Multiple Counties,https://en.wikipedia.org/wiki/Sanlando_Springs,Found,"Sanlando Springs is a natural spring and historic site located in Altamonte Springs, Florida. Originally a popular recreational destination in the early 20th century, it featured swimming, boating, and a casino. The spring was later acquired by the City of Altamonte Springs and transformed into a public park. Today, it remains a notable landmark for its ecological and historical significance in Central Florida.",,,,not found,not found,not found,no,no,no,no
Anelie Cadet,Anelie Cadet Way,Orange,Not Found,Not Found,,,,,,,,,,,
"Edward Daniel Davis, Sr","Edward Daniel Davis, Sr., Memorial Highway",Orange,Not Found,Not Found,,,,,,,,,,,
Fred N. Dunn,"Fred N. Dunn, Sr. Highway",Orange,Not Found,Not Found,,,,,,,,,,,
Martin L. King,"Martin L. King, Jr., Drive",Orange,https://en.wikipedia.org/wiki/Martin_L._King,Found,"Martin Luther King Jr. was born on January 15, 1929, in Atlanta, Georgia, and became one of the most prominent leaders in the American civil rights movement. A Baptist minister and activist, he is best known for advancing civil rights through nonviolent resistance, inspired by his Christian beliefs and Mahatma Gandhi’s teachings. His iconic 1963 'I Have a Dream' speech and leadership in the 1955 Montgomery Bus Boycott cemented his legacy as a pivotal figure in U.S. history. King was assassinated on April 4, 1968, in Memphis, Tennessee, but his work earned him a posthumous Nobel Peace Prize in 1964 and enduring global recognition as a champion of justice and equality.","['Morehouse College, B.A. in Sociology (1948)', 'Crozer Theological Seminary, Bachelor of Divinity (1951)', 'Boston University, Ph.D. in Systematic Theology (1955)']",1929-01-15,1968-04-04,"Atlanta, Georgia, United States","Memphis, Tennessee, United States",male,no,yes,no,no
William B. McGee,William B. McGee Highway,Orange,https://en.wikipedia.org/wiki/William_John_McGee,Found,"William John McGee (1853–1912) was an American ethnologist, geologist, and anthropologist known for his pioneering work in these fields. Born in Iowa, he became a prominent figure in the U.S. Bureau of American Ethnology and the U.S. Geological Survey. McGee conducted extensive research on Native American cultures and geological formations, contributing significantly to early 20th-century scientific knowledge. His career also included leadership roles in scientific organizations and government agencies until his death in 1912.","['Cornell College, Bachelor of Arts, 1870', 'Harvard University, Graduate Studies in Geology']",1853-04-17,1912-09-04,"Farley, Iowa, United States","Washington, D.C., United States",male,no,yes,no,no
Robert Guevara,Robert Guevara Memorial Highway,Osceola,https://en.wikipedia.org/wiki/Che_Guevara,Found,"Ernesto 'Che' Guevara was born on June 14, 1928, in Rosario, Argentina, and became a revolutionary icon of the 20th century. A Marxist guerrilla leader and physician by training, he played a pivotal role in the Cuban Revolution (1956–1959) alongside Fidel Castro, helping overthrow the Batista regime. Guevara later served in key government roles in Cuba, including as Minister of Industry, and promoted socialist reforms globally. He was captured and executed on October 9, 1967, in La Higuera, Bolivia, while attempting to incite revolution in South America, cementing his legacy as a symbol of anti-imperialism and rebellion.","['University of Buenos Aires, Medicine (uncompleted)', 'University of Buenos Aires, Medicine (completed, 1953)']",1928-06-14,1967-10-09,"Rosario, Santa Fe, Argentina","La Higuera, Vallegrande, Bolivia",male,yes,yes,yes,no
