OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,BILL_DESCRIPTION,BILL_YEAR,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,Clean_Name,Primary Occupation,Race,Sex,Birth Date,Death Date,Wikipedia Link,Noah_Thinks_is_Real
1351,Miami‐Dade,87.0,Anthony J. Perez Street,"That portion of 40th Street/Bird Road between 102nd Avenue and 117th Avenue in Miami-Dade County is designated as ""Anthony J. Perez Street.""",,HB 5,2010/07/01 05:00:00+00,2010.0,6.0,Bird Road,,,,,,667.0,,1.0,6e02f024-c77a-4e40-a35f-6f6159439a7b,2618.25536978048,,,Not Found,no,,Not Found,17.4,False,seq=11.4; fl:+10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Miami‐Dade,87.0,Armando Perez 'Yambo' Boulevard,"That portion of S.W. 1st Street in Miami-Dade County between 16th and 17th Avenues is designated as ""Armando Perez 'Yambo' Boulevard.""",,CS/SB 82,1999/06/11 05:00:00+00,1999.0,6.0,S.W. 1st Street,,,,,,668.0,,0.0,20fe124b-4af7-4e29-8471-2bc1f63e651b,164.921152186571,S.W. 22nd Avenue between Kirk Street and Tigertail Avenue in Miami-Dade County as “Mama Elsa Street.,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Miami‐Dade,87.0,Arnold M. Velazquez Boulevard,"That portion of Flagler Avenue N.W. between 72nd Avenue and 67th Avenue in Miami-Dade County is designated as ""Arnold M. Velazquez Boulevard.""",,CS/SB 138,2007/07/01 05:00:00+00,2007.0,6.0,Flagler Avenue,,,,,,669.0,,0.0,ff75f8fb-6fc6-4982-965c-71a9627627c3,893.19351501613,,,https://en.wikipedia.org/wiki/Chris_Collins_%28New_York_politician%29,no,1950-05-20,Found,47.0,True,seq=5.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Chris Collins is an American politician born on May 20, 1950, in Schenectady, New York. He served as the U.S. Representative for New York's 27th congressional district from 2013 until his resignation in 2019 following an insider trading conviction. Prior to his federal role, Collins was the Erie County Executive from 2008 to 2011 and a businessman in the private sector. His political career ended amid legal controversies, marking a significant fall from his earlier prominence in New York Republican politics.","['North Carolina State University, Bachelor of Science in Mechanical Engineering', 'Alfred University, Master of Business Administration']",,"Schenectady, New York, United States",not found,male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1354,Miami‐Dade,87.0,Arthur Mays Boulevard,"That portion of S.W. 112th Avenue from U.S. Highway 1 to S.W. 230th Street in Miami-Dade County is designated as ""Arthur Mays Boulevard.""",,CS/SB 1994,2003/06/02 05:00:00+00,2003.0,6.0,S.W. 112th Avenue,,,,,,670.0,,0.0,41490384-7612-4b8c-ae27-7136247bdc01,2784.15180444289,,,Not Found,no,,Not Found,21.3,False,seq=12.3; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Miami‐Dade,87.0,Avenue of the Americas,"That portion of S.E. 2nd Avenue from the Miami River south to S.E. 2nd Street in Miami-Dade County is designated as ""Avenue of the Americas.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008.0,6.0,S.E. 2nd Avenue,,,,,,673.0,,0.0,7146d1db-d2e1-4f40-b075-a4df56fdca7f,309.069439068138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avenue of the Americas,,,,,,https://en.wikipedia.org/wiki/Sixth_Avenue,False
1359,Miami‐Dade,87.0,"Benjamin Leon, Jr., Way","That portion of S.R. 9/27th Avenue between U.S. 1/S.R. 5/South Dixie Highway and U.S. 441/S.R. 7 in Miami-Dade County is designated as ""Benjamin Leon, Jr., Way.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012.0,6.0,27th Avenue,,,,,,675.0,,1.0,155750db-f28c-4c22-a786-2c5293132925,24544.6412728672,,,Not Found,no,,Not Found,21.1,False,seq=12.1; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Miami‐Dade,87.0,Bill Seidle Boulevard,"That portion of N.W. 36th Street between N.W. 27th Avenue and N.W. 39th Avenue in Miami-Dade County is designated as ""Bill Seidle Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004.0,6.0,N.W. 36th St,,,,,,676.0,,0.0,3bdf9cd9-0298-4bf7-9ee1-9910233b331c,2097.60896328726,,,https://en.wikipedia.org/wiki/Caroline_Siedle,no,,Found,31.8,True,seq=10.8; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Caroline Siedle is a contemporary costume designer known for her work in theater and film. Her designs have contributed to numerous productions, showcasing her expertise in creating visually compelling and historically accurate costumes. While specific birth and death dates are not publicly documented, her career highlights her significant impact in the performing arts. Siedle's work reflects a dedication to enhancing storytelling through intricate and innovative costume design.",,,not found,not found,female,no,no,no,no,,,,,,,,,,,,,,,,,,,,
1362,Miami‐Dade,87.0,Bird Road State Historic Highway,"That portion of Bird Road between Red Road and Ponce de Leon Boulevard in Coral Gables, Miami-Dade County is designated as the ""Bird Road State Historic Highway.""",,HB 182,1980/06/25 05:00:00+00,1980.0,6.0,S.W. 40th Street,,,,,,678.0,,0.0,015806e8-2d0e-445d-9d07-b5678d889b43,3120.03988536467,,,Not Found,no,,Not Found,9.1,False,seq=13.1; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Miami‐Dade,87.0,Biscayne Park Way,"That portion of N.E. 6th Avenue between N.E. 113th and 121st Street in Miami-Dade County is designated as ""Biscayne Park Way.""",,HB 5,2010/07/01 05:00:00+00,2010.0,6.0,N.E. 6th Avenue,,,,,,679.0,,1.0,011a27f5-ecf2-4ccb-afbb-aab114d8ab76,938.171797478842,,,https://en.wikipedia.org/wiki/Biscayne_National_Park,no,,Found,27.0,True,seq=14.9; fl:+10; county-miss:-8; us:+5,"Biscayne National Park is a U.S. national park located in southern Florida, primarily underwater, protecting a diverse marine ecosystem including coral reefs, mangrove forests, and the northernmost Florida Keys. Established as Biscayne National Monument in 1968, it was redesignated as a national park in 1980 to preserve its unique aquatic habitats and cultural heritage. The park spans approximately 172,971 acres, with 95% of its area covered by water, making it a haven for boating, snorkeling, and wildlife observation. It holds historical significance as home to shipwrecks, indigenous settlements, and early 20th-century structures like the Boca Chita Lighthouse.",,,not found,not found,not found,no,no,no,no,,,,,,,,,,,,,Biscayne Park,,,,,,"https://en.wikipedia.org/wiki/Biscayne_Park,_Florida",True
1366,Miami‐Dade,87.0,Boringuen Boulevard,"That portion of North 36th Street (S.R. 25) from Biscayne Boulevard to N.W. 7th Avenue is designated as ""Boringuen Boulevard.""",,CS/SB 2162,2003/06/02 05:00:00+00,2003.0,6.0,N. 36th Street,,,,,,682.0,,0.0,343c4ba6-0ccb-442b-ac38-b2b13050fd56,2047.41654210726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,Miami‐Dade,87.0,Brickell Avenue State Historic Road,"That portion of Brickell Avenue within the city limits of the City of Miami and lying between S.E. 25th Street and the south shoreline of the Miami River is designated as ""Brickell Avenue State Historic Road.""",,CS/SB 138,2007/07/01 05:00:00+00,2007.0,6.0,Brickell Avenue,,,,,,683.0,,0.0,ae4f18f3-e8c3-4db0-ae70-dbb5191ae7f0,2918.98059708354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Miami‐Dade,87.0,Capois‐La‐Mort Boulevard,"That portion of S.R. 916 on N.E. 135th Street between N.E. 6th Avenue and Biscayne Boulevard in Miami-Dade County, is designated as ""Capois-La-Mort Boulevard.""",SR-916,HB 385,2005/07/01 05:00:00+00,2005.0,6.0,N.E. 135th Street,,,,,,687.0,,0.0,0a55551b-a085-4d7c-93c5-7030ac44ef89,2937.97566926422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Miami‐Dade,87.0,Cuban‐American Association of Civil Engineers Way,"That portion of N.W. 107th Avenue in Miami-Dade County between Flagler Street and N.W. 7th Street is designated as ""Cuban-American Association of Civil Engineers Way.""",,HB 5,2010/07/01 05:00:00+00,2010.0,6.0,N.W. 107th Avenue,,,,,,698.0,,1.0,6d995782-06dc-4a7f-859f-963d1228e4b9,875.618313683233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Miami‐Dade,87.0,Dr. Leonard Cherdack Memorial Highway,"That portion of Kendall Drive between 107th Avenue and 87th Avenue in Miami-Dade County is designated as ""Dr. Leonard Cherdack Memorial Highway.""",,CS/SB 138,2007/07/01 05:00:00+00,2007.0,6.0,Kendall Drive,,,,,,707.0,,0.0,818bb3a6-d450-47a5-8ae8-44fda56b779d,3598.60456675172,R. 405 over the Indian River in Brevard County as “Dr. Sally Ride Memorial Bridge.,2023.0,Not Found,no,,Not Found,0.0,False,no-candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,Miami‐Dade,87.0,Emilio Ochoa Boulevard,"That portion of Calle Ocho (S.W. 8th Street) between S.W. 87th Avenue and S.W. 97th Avenue in Miami-Dade County is designated as ""Emilio Ochoa Boulevard.""",,HB 121,2006/07/01 05:00:00+00,2006.0,6.0,Calle Ocho,,,,,,712.0,,0.0,4ba42cff-35d0-4fe4-bb26-a0c6e71efe47,1813.24335334851,,,https://en.wikipedia.org/wiki/Carlos_Lehder,no,1949-09-07,Found,47.0,True,seq=3.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Carlos Lehder was born on September 7, 1949, in Armenia, Colombia, and became one of the most notorious drug traffickers in history. As a co-founder of the Medellín Cartel, he played a pivotal role in establishing cocaine smuggling routes into the United States during the 1970s and 1980s. Lehder was known for his extravagant lifestyle and bold criminal operations, including the use of private islands and aircraft for drug trafficking. He was eventually captured in 1987, extradited to the U.S., and sentenced to life imprisonment, though his sentence was later reduced for cooperation with authorities.",,,"Armenia, Quindío, Colombia",not found,male,no,no,no,no,,,,,,,,,,,,,Emilio Ochoa,politician,,male,1907-07-04,2007-06-21,https://en.wikipedia.org/wiki/Emilio_Ochoa,True
1399,Miami‐Dade,87.0,Estrella Rubio Way,"That portion of LeJeune Road/S.W. 42nd Avenue between S.W. 8th Street and Coral Way in Miami-Dade County is designated as ""Estrella Rubio Way.""",,CS/SB 138,2007/07/01 05:00:00+00,2007.0,6.0,LeJeune Road,,,,,,715.0,,0.0,1c8d5ea6-06f9-4a90-ad29-aed50e400a95,1866.41336333561,,,https://en.wikipedia.org/wiki/Hulk_Hogan,no,1953-08-11,Found,47.0,True,seq=3.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Hulk Hogan, born Terry Gene Bollea on August 11, 1953, is an American retired professional wrestler, actor, and television personality. He rose to fame in the 1980s as the face of the World Wrestling Federation (WWF, now WWE), becoming one of the most iconic figures in wrestling history. Known for his charismatic persona and signature red-and-yellow bandana, Hogan won multiple championships, including six WWF/WWE World Heavyweight titles. His cultural impact extended beyond wrestling into mainstream entertainment, making him a global pop culture symbol of the era.","['University of South Florida', 'Hillsborough Community College', 'Robinson High School']",,"Augusta, Georgia, United States",not found,male,yes,no,no,yes,,,,,,,,,,,,,,,,,,,,
1400,Miami‐Dade,87.0,Ethel Beckford Boulevard,"That portion of S.W. 186th Street between U.S. Highway 1 and S.W. 107th Avenue in Miami-Dade County is designated as ""Ethel Beckford Boulevard.""",,CS/SB 1958,2003/06/10 05:00:00+00,2003.0,6.0,S.W. 186th Street,,,,,,716.0,,0.0,36a5277d-af2f-4898-981f-995e99573143,1014.91463146793,,,https://en.wikipedia.org/wiki/Lucinda_Bragg_Adams,no,1812-01-01,Found,27.1,True,seq=6.1; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Lucinda Bragg Adams was born in 1812 and lived through the 19th century, though her exact death date remains unclear. She was the second wife of U.S. President John Quincy Adams, marrying him in 1829 after the death of his first wife, Louisa. Adams is primarily remembered for her brief and largely undocumented role in the Adams family during the later years of John Quincy Adams' political career. Her historical significance is tied to her association with the Adams political dynasty rather than independent achievements.",,,not found,not found,female,no,no,no,no,,,,,,,,,,,,,,,,,,,,
1401,Miami‐Dade,87.0,Father Gerard Jean‐Juste Street,"That portion of N.W. 54th Street in Miami-Dade County between N.W. 2nd Avenue and N.E. 3rd Avenue in Little Haiti is designated as ""Father Gerard Jean-Juste Street.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012.0,6.0,N.W. 54th Street,,,,,,717.0,,0.0,ff3bfb65-b2f9-49de-8d91-6b5e5c89f983,1170.15213308568,,,https://en.wikipedia.org/wiki/G%C3%A9rard_Jean-Juste,yes,1946-02-07,Found,60.6,True,seq=14.6; human:+40; fl:+10; county-miss:-8,"Gérard Jean-Juste was a Haitian Roman Catholic priest and prominent political activist born on February 7, 1946. Known for his advocacy for democracy and human rights, he became a vocal opponent of Haiti's authoritarian regimes, including the Latortue government. Jean-Juste founded the Miami-based Haitian Refugee Center to support refugees fleeing political persecution and later returned to Haiti to continue his activism. He died on May 27, 2009, in Miami, Florida, after battling leukemia, leaving a legacy as a champion for social justice in Haiti.","['Seminary studies (Roman Catholic priesthood)', 'University of Haiti (studied theology and philosophy)']",2009-05-27,"Cavaillon, Sud, Haiti","Miami, Florida, United States",male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1409,Miami‐Dade,87.0,Henri Levy Boulevard,"That portion of 71st Street between Collins Avenue and Bay Drive in the City of Miami Beach in Miami-Dade County is designated as ""Henri Levy Boulevard.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008.0,6.0,71st Street,,,,,,725.0,,0.0,356e9a37-4099-4684-a141-b78c86911b8e,830.457977990049,,,https://en.wikipedia.org/wiki/Henri_Michel-L%C3%A9vy,no,1844-01-01,Found,37.3,True,seq=13.3; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,"Henri Michel-Lévy was a French painter born in 1844, known for his contributions to the Impressionist movement. He specialized in landscapes and urban scenes, capturing the essence of Parisian life during the late 19th century. His works were exhibited at the Salon des Artistes Français and other prominent venues. Michel-Lévy passed away in 1914, leaving behind a legacy of vibrant, atmospheric paintings that reflected his era.",,1914-01-01,not found,not found,male,no,no,no,no,,,,,,,,,,,,,Henri Levy,rabbi,,male,1883-06-07,1942-08-13,https://de.wikipedia.org/wiki/Henri_L%C3%A9vy_(Rabbiner),False
1410,Miami‐Dade,87.0,Herbert Lee Simon Avenue,"That portion of S.W. 27th Avenue (S.R. 9) between S.W. 22nd Street and U.S. 1 in the City of Miami in Miami-Dade County is designated as ""Herbert Lee Simon Avenue.""",SR-9,HB 5,2010/07/01 05:00:00+00,2010.0,6.0,S.W. 27th Avenue,,,,,,726.0,,1.0,93863ae5-e400-4bbe-aec6-f9f193da2cad,1279.60615687146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Miami‐Dade,87.0,"Honorable Robert B. Ingram, Ph.D., Boulevard","The portion of Opa-Locka Boulevard/N.W. 135th Street in Miami-Dade County between N.W. 7th Avenue and N.W. 47th Avenue is designated as ""Honorable Robert B. Ingram, Ph.D., Boulevard.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008.0,6.0,Opa‐Locka Boulevard,,,,,,728.0,,0.0,353feec5-4bfe-4c10-bb7f-c79f1dc75650,7161.41867809513,W. 24th Avenue and S.W. 27th Avenue in Miami-Dade County is designated as “Manuel Capo Boulevard. W. 24th Avenue and S.W. 27th Avenue in Miami-Dade County is desinged as “Manuel Capo Boulevard.,2010.0,https://en.wikipedia.org/wiki/Cesar_Chavez,no,1927-03-31,Found,27.0,True,seq=2.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Cesar Chavez was born on March 31, 1927, in Yuma, Arizona, USA, and died on April 23, 1993. He was a prominent American labor leader and civil rights activist who co-founded the United Farm Workers (UFW) union with Dolores Huerta. Chavez became a leading voice for farmworkers' rights, advocating for better wages, working conditions, and dignity through nonviolent protests like boycotts and strikes. His legacy endures as a symbol of social justice and grassroots organizing in the United States.","['Multiple local schools in Arizona and California (elementary, due to migrant lifestyle)', 'No formal higher education']",1993-04-23,"Yuma, Arizona, United States","San Luis, Arizona, United States",male,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,
1415,Miami‐Dade,87.0,Jacob Fleishman Street,"That portion of S.R. 934/N.W. 79th Street between N.W. 14th Avenue and N.W. 9th Avenue in Miami-Dade County is designated as ""Jacob Fleishman Street.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012.0,6.0,NW 79th St,,,,,,731.0,,1.0,d2a8c42a-e219-49b2-aa29-2dc1532431fb,1020.14820276118,,,https://en.wikipedia.org/wiki/Josh_Radnor,no,1974-07-29,Found,30.2,True,seq=9.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Josh Radnor is an American actor, director, and musician born on July 29, 1974. He is best known for his role as Ted Mosby in the long-running CBS sitcom How I Met Your Mother (2005–2014), which earned him widespread recognition. Radnor has also directed and starred in independent films like Happythankyoumoreplease (2010) and Liberal Arts (2012), showcasing his versatility beyond acting. Beyond television and film, he is involved in music, performing as part of the folk-rock duo Radnor & Lee.","['Kenyon College, Gambier, Ohio', 'Bachelor of Arts in Drama', 'New York University, Tisch School of the Arts', 'Master of Fine Arts in Acting']",,"Columbus, Ohio, United States",not found,male,no,no,no,yes,,,,,,,,,,,,,,,,,,,,
1416,Miami‐Dade,87.0,James Weldon Johnson Boulevard,"That portion of S.R. 932 on N.W. 103rd Street in Miami-Dade County, from the west boundary of State House District 108 to N.E. 6th Avenue, is designated as ""James Weldon Johnson Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004.0,6.0,N.W. 103rd Street,,,,,,732.0,,0.0,f88df228-2e19-45d2-97b4-0bd10bb8bc4d,4521.03294300991,,,Not Found,no,,Not Found,21.8,False,seq=17.8; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,James Weldon Johnson,writer,African Americans,male,1871-06-17,1938-06-26,https://en.wikipedia.org/wiki/James_Weldon_Johnson,True
1417,Miami‐Dade,87.0,Jean‐Jacques Dessalines Boulevard,"That portion of S.R. 922 on N.W. 125th Street in Miami-Dade County, from N.W. 7th Avenue to Griffing Boulevard, is designated as ""Jean-Jacques Dessalines Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004.0,6.0,N.W. 125th Street,,,,,,733.0,,0.0,b7e91054-4457-46e3-9c71-da14deede8f9,901.997412479561,,,https://en.wikipedia.org/wiki/Jean-Jacques_Dessalines,yes,1758-01-01,Found,42.0,True,seq=19.1; human:+40; fl-miss:-10; county-miss:-8,"Jean-Jacques Dessalines was born around 1758 in Saint-Domingue (modern-day Haiti) and died on 1806-10-17. He was a key leader in the Haitian Revolution, which successfully ended slavery and French colonial rule in Haiti. As a military commander and later Emperor of Haiti (1804–1806), he declared Haiti's independence on 1804-01-01, making it the first Black-led republic in the world. His leadership and policies were pivotal in shaping Haiti's early history and identity as a free nation.",,1806-10-17,"Saint-Domingue, Haiti","Pont-Rouge, Port-au-Prince, Haiti",male,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,
