OBJECTID,MEMORIAL_N,DESCRIPTIO,YEAR,INCIDENT_YEAR,COUNTY,HIGHWAY,MAINTENANCE_DISTRICT,NAME,LOCATION,TITLE_69_STATUTE,LAW_COMMISSION_ITEM,HISTORICAL_NOTES,WORKING_DETAILS,NEVER_FORGOTTEN,MEMORIAL_CATEGORY,LAST_EDITED_USER,LAST_EDITED_DATE,HISTORICAL_NOTES_2,YORN,HISTORICAL_NOTES_3,HISTORICAL_NOTES_4,Shape__Length
363,CSM Junior H. Honeycutt Memorial Highway,"The section of State Highway 28A in Rogers County beginning at the intersection of State Highway 66 near the Town of Foyil, extending east to the intersection of State Highway 28, then continuing east to the Interstate 44 interchange in Mayes County",2021,,"Rogers, Mayes",SH 28A/28,8,CSM Junior H. Honeycutt Memorial Highway,"The section of State Highway 28A in Rogers County beginning at the intersection of State Highway 66 near the town of Foyil, extending east to the intersection of State Highway 28, then continuing east to the Interstate 44 interchange in Mayes County ",1698.334.,"Laws 2021, SB 624, c. 572, § 28, eff. November 1, 2021 Commission Item 121 (xx), 9-7-2021; Amended by Laws 2022, HB 4105, c. 356, § 39, eff. November 1, 2022 Commission Item 122 (oo), 9-6-2022","Amended November 1, 2022. Approved at the Commission Meeting on September 6, 2022.  Used to Read: The section of State Highway 28A beginning at the intersection of State Highway 66 near the Town of Foyil, extending east to the intersection of Interstate",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,44 in Rogers County,1,,,0.136402319655505
364,PFC Richard Tafoya Gurule Memorial Highway,The section of State Highway 20 beginning at the intersection of U.S. Highway 75 extending east two (2) miles to the intersection of N Memorial Road in Tulsa County.,2021,,Tulsa,SH 20,8,PFC Richard Tafoya Gurule Memorial Highway,The section of State Highway 20 beginning at the intersection of U.S. Highway 75 extending east two (2) miles to the intersection of N Memorial Road in Tulsa County ,1698.342.,"Laws 2021, SB 624, c. 572, § 36, eff. November 1, 2021. Commission Item 121 (yy), 9-7-2021.",To honor and pay respect to a veteran who served his country during the Vietnam war.  His love of family and country was immense and can be witnessed in the positive impact he made on his children which continues to be effective even after his death.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0364049254224344
365,Robert L. Horton Memorial Highway,The section of State Highway 25 beginning at the intersection of State Highway 2 extending east to the western municipal limits of Bluejacket in Craig County.,2021,,Craig,SH 25,8,Robert L. Horton Memorial Highway,The section of State Highway 25 beginning at the intersection of State Highway 2 extending east to the western municipal limits of Bluejacket in Craig County,1698.345.,"Laws 2021, SB 624, c. 572, § 39, eff. November 1, 2021. Commission Item 121 (zz), 9-7-21.",A backhoe killed the former county commissioner while it was in operation. (just after his 43rd birthday)  Served as commissioner for 2.5 years.  ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0631267095640368
366,TSgt Marshal D. Roberts Memorial Highway,The section of State Highway 20 beginning at the junction of State Highway 20 and N 145th E Avenue in Owasso extending east to the junction of State Highway 20 and S 4080 Road in Tulsa & Rogers County.,2021,,Rogers,SH 20,8,TSgt Marshal D. Roberts Memorial Highway,The section of State Highway 20 beginning at the junction of State Highway 20 and N 145th E Avenue in Owasso extending east to the junction of State Highway 20 and S 4080 Road in Rogers County,1698.317.,"Laws 2021, SB 624, c. 572, § 11, eff. November 1, 2021. Commission Item 121 (bbb), 9-7-2021","To honor and remember a courageous patriot who served his country & made the ultimate sacrifice. TSGT Roberts served with the 219th Engineering Installation Squadron, 138th Fighter Wing. He died during a rocket attack in Iraq while supporting Operation",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,Inherent Resolve.,1,,,0.0718868236831032
367,Sgt. Craig Johnson Memorial Highway,The section of U.S. Highway 169 beginning at the intersection of East 81st Street South extending north to the south side of State Highway 51 in Tulsa County.,2021,,Tulsa,US 169,8,Sgt. Craig Johnson Memorial Highway,The section of U.S. Highway 169 beginning at the intersection of East 81st Street South extending north to the south side of State Highway 51 in Tulsa County,1698.352.,"Laws 2021, SB 624, c. 572, § 46, eff. November 1, 2021. Commission Item 121 (ccc), 9-7-2021.","To remember and pay tribute to Sgt. Craig Johnson, an officer with the Tulsa Police Department, who lost his life while serving his community and state.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0521689475272144
368,Corporal Kyle Jeffrey Davis Memorial Highway,The section of U.S. Highway 75 beginning at the northern municipal limits of Dewey extending north to the southern municipal limits of Copan in Washington County.,2021,,Washington,US 75,8,Corporal Kyle Jeffrey Davis Memorial Highway,The section of U.S. Highway 75 beginning at the northern municipal limits of Dewey extending north to the southern municipal limits of Copan in Washington County,1698.355.,"Laws 2021, SB 624, c. 572, § 49, eff. November 1, 2021. Commission Item 121 (ddd),9-7-2021",Corporal Davis died while in the line of duty at the Washington County Correctional Facility. Corporal Davis served with the Washington County Sheriff's Office for 13 years.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,,,,0.0757655194136012
369,SSG Michael R. Robson Memorial Highway,The section of SH-199 beginning at the intersection of Gene Autry Road extending east to the intersection of Grandview Road in Carter County.,2021,,Carter,SH 199,7,SSG Michael R. Robson Memorial Highway,The section of State Highway 199 from the western municipal limits of Dickson to the eastern municipal limits of Ardmore in Carter County,1698.349.,"Laws 2021, SB 624, c. 572, § 43, eff. November 1, 2021. Commission Item 121 (uu), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0696993514121548
371,Comanche Code Talker Trailway,A section of State Highway 5 beginning at the intersection of U.S. Highway 277 in Cotton County extending east to North 7th Street in the town of Walters.,2019,,Cotton,SH-5,7,Comanche Code Talker Trailway,A section of SH-5 beginning at the intersection of US-277 extending east to North 7th Street in the town of Walters.,1698.307,"Senate Bill 641 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Toni Hasenbeck ","To honor the fifteen Comanche Code Talkers who served in World Wars I and II.  Eight of fifteen are interred at the Walters Cemetery, which is located along this route.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0868040417128675
372,Undersheriff Monty Johnson Memorial Highway,A section of State Highway 18 beginning at Lone Chimney Road extending north to the intersection of State Highway 64 in Pawnee County.,2019,,Pawnee,SH-18,8,Undersheriff Monty Johnson Memorial Highway,A section of SH-18 beginning at Lone Chimney Road extending north to the intersection of SH-64.,1698.295,"House Bill 2311 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Ty Burns",Died as a result from a head-on collision while on duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0854907278598505
373,Lieutenant Eugene Smith Memorial Highway,The portion of State Highway 51B beginning one-half of a mile west of the western municipal limits of Porter and ending one-half of a mile east of the eastern municipal limits of Porter in Wagoner County.,2021,,Wagoner,SH 51B,1,Lieutenant Eugene Smith Memorial Highway,The portion of SH 51B beginning one-half of a mile west of the western municipal limits of Porter and ending one-half of a mile east of the eastern municipal limits of Porter in Wagoner County,1698.325.,"Laws 2021, SB 624, c. 572, § 19, eff. November 1, 2021. Commission Item 121 (a), 9-7-2021","Lt. Smith worked in law enforcement in Wagoner County for over twenty years, working with the Sheriff's Department and the Wagoner and Porter Police Departments. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0574977848219303
374,"Paul Blevins, Jr., and Michael Rogers Memorial Highway",The section of State Highway 82 beginning at the intersection of U.S. Highway 62 and extending southeasterly to the intersection of East Flournory Road south of Tahlequah in Cherokee County.,2021,,Cherokee,SH 82,1,"Paul Blevins, Jr., and Michael Rogers Memorial Highway",The section of State Highway 82 beginning at the intersection of U.S. Highway 62 and extending southeasterly to the intersection of East Flournory Road south of Tahlequah in Cherokee County,1698.328.,"Laws 2021, SB 624, c. 572, § 22, eff. November 1, 2021. Commission Item 121 (b), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0355967067443706
375,County Commissioner Roy Rains Memorial Highway,The section of U.S. Highway 64 beginning at the intersection of E 1040 Road extending northerly to the intersection of E 128th Street in Muskogee County.,2021,,Muskogee,US 64,1,County Commissioner Roy Rains Memorial Highway,The section of U.S. Highway 64 beginning at the intersection of E 1040 Road extending northerly to the intersection of E 128th Street in Muskogee County,1698.341.,"Laws 2021, SB 624, c. 572, § 35, eff. November 1, 2021 Commission Item 121 (c), 9-7-2021",To memorialize the service and dedication Commissioner Rains gave to his state and community.  He served as the District 2 County Commissioner from 1983 to 1997.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0701971702813798
376,USS Arizona Survivor Lonnie D. Cook Memorial Highway,The section of U.S. Highway 62 beginning at the intersection of N 3990 Road extending east through the town of Morris to the intersection of N 4030 Road in Okmulgee County.,2021,,Okmulgee,US 62,1,USS Arizona Survivor Lonnie D. Cook Memorial Highway,The section of U.S. Highway 62 beginning at the intersection of N 3990 Road extending east through the town of Morris to the intersection of N 4030 Road in Okmulgee County,1698.354.,"Laws 2021, SB 624, c. 572, § 48, eff. November 1, 2021; Commission Item 121 (d), 9-7-2021;  Amended by Laws 2022, HB 4105, c. 356, § 35, eff. November 1, 2022 Commission Item 122 (e), 9-6-2022","Lonnie D. Cook was one of the few survivors of the USS Arizona which sank during the Pearl Harbor attack on December 7, 1941. He served as a Seaman First Class on the ship and became one of just over 330 sailors and Marines to survive the sinking, which","Amended November 1, 2022, from Lonnie Cook Memorial Highway to USS Arizona Survivor Lonnie D. Cook Memorial Highway. Approved in the September 6, 2022, Commission Meeting.",,,OKDOT_GIS,12/10/2025 2:36:50 PM,"took the lives of 1,177 men. ",1,,,0.0720439401777535
377,Navy Cross Recipient CPL Russell Keck Memorial Highway,The portion of State Highway 56 beginning just west of North Wood Drive extending approximately one (1) mile west through the municipal limits of Okmulgee in Okmulgee County.,2021,,Okmulgee,SH56,1,Navy Cross Recipient CPL Russell Keck Memorial Highway,The portion of State Highway 56 beginning just west of North Wood Drive extending approximately one (1) mile west through the municipal limits of Okmulgee in Okmulgee County,1698.316.,"Laws 2021, SB 624, c. 572, § 10, eff. November 1, 2021. Commission Item 121 (i), 9-7-2021",To honor and remember the service and sacrifice made by this brave Marine who died in action in Vietnam.,Location reclarified Plaque:  Dedicated in honor of the Honorable Virgil Jumper State Representative Highway Commissioner ‐ As a tribute for outstanding public service.,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0174517351650247
378,Sgt. Maj. Marvail Lewis Memorial Causeway,The causeway over Old Spiro Lake on State Highway 9 in LeFlore County.,2021,,LeFlore,SH 9,2,Sgt. Maj. Marvail Lewis Memorial Causeway,The causeway over Old Spiro Lake on State Highway 9 in LeFlore County,1698.340.,"Laws 2021, SB 624, c. 572, § 34, eff. November 1, 2021. Commission Item (k), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.00682838429894469
379,Trooper J.C. Magar Memorial Highway,The portion of State Highway 271 beginning south of the municipal limits of Hugo and ending north of the municipal limits of Grant in Choctaw County.,2021,,Choctaw,SH 271,2,Trooper J.C. Magar Memorial Highway,The portion of State Highway 271 beginning south of the municipal limits of Hugo and ending north of the municipal limits of Grant in Choctaw County,1698.314.,"Laws 2021, SB 624, c. 572, § 8, eff. November 1, 2021. Commission Item 121 (m), 9-7-2021","To honor and remember the service and sacrifice of Trooper Magar, who lost his life while on duty with the Oklahoma Highway Patrol. ",Plaque:  This plaque was erected by the Oklahoma Transportation Commission in recognition of William R. Nash for his many years of dedicated service to the people of Oklahoma.,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0462485992383071
380,Deputy Jarid Taylor Memorial Highway,The section of the U.S. Highway 70 Bypass beginning just south of U.S. 70 and extending south and west to the intersection of McLean Drive on the west side of the City of Durant in Bryan County.,2021,,Bryan,US-70,2,Deputy Jarid Taylor Memorial Highway,The section of the U.S. Highway 70 Bypass beginning just south of U.S. 70 and extending south and west to the intersection of McLean Drive on the west side of the City of Durant in Bryan County,1698.337.,"Laws 2021, SB 624, C. 572, § 31, Eff. November 1, 2021; Commission Item 121 (n),  9-7-2021",To honor and remember Deputy Taylor and his service and ultimate sacrifice to his community and this state. Deputy Taylor died while en route in response to an emergency call. He was 31 years of age. ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0951740728602924
381,USAF Capt. Nick Karpis Vietnam Veteran Memorial Highway,The section of State Highway 78 beginning just north of the intersection of State Highway 22 extending northwesterly to the eastern municipal limits of Milburn in Johnston County.,2021,,Johnston,SH 78,3,USAF Capt. Nick Karpis Vietnam Veteran Memorial Highway,The section of State Highway 78 beginning just north of the intersection of State Highway 22 extending northwesterly to the eastern municipal limits of Milburn in Johnston County,1698.338.,"Laws 2021, SB 624, c. 572, § 32, eff. November 1, 2021. Commission Item (p), 9-7-2021","This is to pay tribute to Captain Karpis, who proudly served his country in the US Air Force and earned the title ""Top Gun Pilot."" He worked hard and loved his family and country. He will be greatly missed.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.118458235507191
382,Sgt. Clyde Runyan Memorial Highway,The section of State Highway 7 beginning at the north municipal limits of Mill Creek in Johnston County.,2021,,Johnston,SH 7,3,Sgt. Clyde Runyan Memorial Highway,The section of State Highway 7 beginning at the north municipal limits of Mill Creek in Johnston County then extending northerly to the Murray County line in Johnston County ,1698.339.,"Laws 2021, SB 624, c. 572, § 33, eff. November 1, 2021. Commission Item (q), 9-7-2021","To honor Sgt. Runyan, who valiantly served his country in the Vietnam War and contributed so much to his community. He was in the 101st Airborne Screaming Eagles and was awarded 2 Purple Hearts, a Bronze Star, a National Defense Medal, and several others.",(amended still waiting for payment on new signs),,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.10936744037268
383,John L. Hayden Memorial Highway,The section of State Highway 3 West beginning at the west side of the State Highway 19 interchange extending west to the intersection of County Road 1510 in Pontotoc County.,2021,,Pontotoc,SH 3W,3,John L. Hayden Memorial Highway,The section of State Highway 3 West beginning at the west side of the State Highway 19 interchange extending west to the intersection of County Road 1510 in Pontotoc County,1698.346.,"Laws 2021, SB 624, c. 572, § 40, eff. November 1, 2021. Commission Item 121 (r), 9-7-2021","John served the state through transportation for 31 years, initiating innovative and cost-saving measures to maintain the highway system in District 3.  He was instrumental in the four-laning and realignment of SH-99 in Pontotoc County, saving thousands",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,in R/W costs.,1,,,0.0664532830262378
